ID,Name,Description,Media_Type,Download_URL,Path_In_Zip,SUBH_URL,Source
42,2,,image/tiff,https://pic.sub.uni-hamburg.de/kitodo/PPN862704383/00000042.tif,,https://resolver.sub.uni-hamburg.de/kitodo/PPN862704383/page/42,ScansHamburg
43,3,,image/tiff,https://pic.sub.uni-hamburg.de/kitodo/PPN862704383/00000043.tif,,https://resolver.sub.uni-hamburg.de/kitodo/PPN862704383/page/43,ScansHamburg
44,4,,image/tiff,https://pic.sub.uni-hamburg.de/kitodo/PPN862704383/00000044.tif,,https://resolver.sub.uni-hamburg.de/kitodo/PPN862704383/page/44,ScansHamburg
45,5,,image/tiff,https://pic.sub.uni-hamburg.de/kitodo/PPN862704383/00000045.tif,,https://resolver.sub.uni-hamburg.de/kitodo/PPN862704383/page/45,ScansHamburg
46,6,,image/tiff,https://pic.sub.uni-hamburg.de/kitodo/PPN862704383/00000046.tif,,https://resolver.sub.uni-hamburg.de/kitodo/PPN862704383/page/46,ScansHamburg
47,7,,image/tiff,https://pic.sub.uni-hamburg.de/kitodo/PPN862704383/00000047.tif,,https://resolver.sub.uni-hamburg.de/kitodo/PPN862704383/page/47,ScansHamburg
48,8,,image/tiff,https://pic.sub.uni-hamburg.de/kitodo/PPN862704383/00000048.tif,,https://resolver.sub.uni-hamburg.de/kitodo/PPN862704383/page/48,ScansHamburg
49,9,,image/tiff,https://pic.sub.uni-hamburg.de/kitodo/PPN862704383/00000049.tif,,https://resolver.sub.uni-hamburg.de/kitodo/PPN862704383/page/49,ScansHamburg
50,10,,image/tiff,https://pic.sub.uni-hamburg.de/kitodo/PPN862704383/00000050.tif,,https://resolver.sub.uni-hamburg.de/kitodo/PPN862704383/page/50,ScansHamburg
51,11,,image/tiff,https://pic.sub.uni-hamburg.de/kitodo/PPN862704383/00000051.tif,,https://resolver.sub.uni-hamburg.de/kitodo/PPN862704383/page/51,ScansHamburg
52,12,,image/tiff,https://pic.sub.uni-hamburg.de/kitodo/PPN862704383/00000052.tif,,https://resolver.sub.uni-hamburg.de/kitodo/PPN862704383/page/52,ScansHamburg
53,13,,image/tiff,https://pic.sub.uni-hamburg.de/kitodo/PPN862704383/00000053.tif,,https://resolver.sub.uni-hamburg.de/kitodo/PPN862704383/page/53,ScansHamburg
54,14,,image/tiff,https://pic.sub.uni-hamburg.de/kitodo/PPN862704383/00000054.tif,,https://resolver.sub.uni-hamburg.de/kitodo/PPN862704383/page/54,ScansHamburg
55,15,,image/tiff,https://pic.sub.uni-hamburg.de/kitodo/PPN862704383/00000055.tif,,https://resolver.sub.uni-hamburg.de/kitodo/PPN862704383/page/55,ScansHamburg
56,16,,image/tiff,https://pic.sub.uni-hamburg.de/kitodo/PPN862704383/00000056.tif,,https://resolver.sub.uni-hamburg.de/kitodo/PPN862704383/page/56,ScansHamburg
57,17,,image/tiff,https://pic.sub.uni-hamburg.de/kitodo/PPN862704383/00000057.tif,,https://resolver.sub.uni-hamburg.de/kitodo/PPN862704383/page/57,ScansHamburg
58,18,,image/tiff,https://pic.sub.uni-hamburg.de/kitodo/PPN862704383/00000058.tif,,https://resolver.sub.uni-hamburg.de/kitodo/PPN862704383/page/58,ScansHamburg
59,19,,image/tiff,https://pic.sub.uni-hamburg.de/kitodo/PPN862704383/00000059.tif,,https://resolver.sub.uni-hamburg.de/kitodo/PPN862704383/page/59,ScansHamburg
60,20,,image/tiff,https://pic.sub.uni-hamburg.de/kitodo/PPN862704383/00000060.tif,,https://resolver.sub.uni-hamburg.de/kitodo/PPN862704383/page/60,ScansHamburg
